freq	enc	angle	speed	surge_r	surge_i	sway_r	sway_i	heave_r	heave_i	roll_r	roll_i	pitch_r	pitch_i	yaw_r	yaw_i	surge_d	sway_d	yaw_d
 0.907	 1.238	 170.0	 4.000	-0.016	 0.014	-0.015	 0.006	 0.103	 0.091	 0.014	 0.008	-0.051	 0.035	 0.012	 0.007	-5.09469e+04	-5.23312e+04	-5.87530e+05
 0.907	 1.243	 180.0	 4.000	-0.013	 0.018	-0.000	-0.000	 0.105	 0.097	-0.000	 0.000	-0.041	 0.034	 0.000	 0.000	-4.74084e+04	1.13486e+00	3.10546e+01
 0.907	 1.238	 190.0	 4.000	-0.016	 0.014	 0.015	-0.006	 0.103	 0.091	-0.014	-0.008	-0.051	 0.035	-0.012	-0.007	-5.09480e+04	5.23321e+04	5.87604e+05
 0.907	 1.223	 200.0	 4.000	-0.024	-0.000	 0.028	-0.007	 0.099	 0.070	-0.024	-0.015	-0.080	 0.036	-0.030	-0.018	-6.41739e+04	1.09246e+05	1.56736e+06
 0.907	 1.198	 210.0	 4.000	-0.038	-0.028	 0.032	 0.005	 0.096	 0.019	-0.023	-0.022	-0.130	 0.027	-0.057	-0.032	-9.23118e+04	1.78499e+05	3.30754e+06
 0.907	 1.164	 220.0	 4.000	-0.054	-0.074	 0.023	 0.041	 0.109	-0.085	-0.007	-0.027	-0.194	-0.004	-0.095	-0.048	-1.34824e+05	2.71352e+05	5.67841e+06
 0.907	 1.123	 230.0	 4.000	-0.066	-0.133	-0.003	 0.114	 0.170	-0.259	 0.021	-0.028	-0.247	-0.065	-0.135	-0.058	-1.73475e+05	3.83452e+05	7.16908e+06
 0.907	 1.075	 240.0	 4.000	-0.063	-0.187	-0.040	 0.229	 0.327	-0.485	 0.050	-0.023	-0.251	-0.137	-0.162	-0.052	-1.78559e+05	4.68557e+05	5.95139e+06
 0.907	 1.022	 250.0	 4.000	-0.042	-0.200	-0.076	 0.367	 0.594	-0.667	 0.058	-0.011	-0.183	-0.169	-0.152	-0.028	-1.35766e+05	4.74593e+05	3.17353e+06
 0.907	 0.966	 260.0	 4.000	-0.009	-0.136	-0.092	 0.486	 0.860	-0.688	 0.026	 0.003	-0.072	-0.109	-0.093	 0.004	-7.19761e+04	4.11456e+05	1.65954e+06
 0.907	 0.907	 -90.0	 6.000	 0.014	 0.005	-0.081	 0.539	 0.959	-0.535	-0.046	 0.009	 0.014	 0.027	 0.000	 0.025	-3.96378e+04	3.09021e+05	1.08814e+06
 0.907	 0.820	 -80.0	 6.000	 0.009	 0.193	-0.057	 0.513	 0.840	-0.328	-0.132	-0.002	 0.008	 0.171	 0.104	 0.018	8.81172e+03	1.48609e+05	-1.24678e+06
 0.907	 0.735	 -70.0	 6.000	-0.020	 0.369	-0.032	 0.418	 0.602	-0.218	-0.191	-0.047	-0.047	 0.238	 0.184	-0.012	2.63018e+04	7.82893e+04	-1.74623e+06
 0.907	 0.656	 -60.0	 6.000	-0.055	 0.476	-0.030	 0.301	 0.360	-0.173	-0.180	-0.146	-0.090	 0.225	 0.223	-0.045	1.32008e+04	1.17422e+05	8.26073e+05
 0.907	 0.584	 -50.0	 6.000	-0.084	 0.480	-0.059	 0.201	 0.169	-0.154	-0.061	-0.313	-0.101	 0.170	 0.222	-0.063	1.87793e+03	1.72355e+05	3.62839e+06
 0.907	 0.522	 -40.0	 6.000	-0.096	 0.386	-0.117	 0.142	 0.038	-0.143	 0.216	-0.554	-0.088	 0.108	 0.197	-0.064	1.59355e+04	1.75175e+05	5.26778e+06
 0.907	 0.471	 -30.0	 6.000	-0.090	 0.229	-0.247	 0.109	-0.044	-0.133	 0.897	-0.804	-0.064	 0.057	 0.171	-0.057	7.95238e+04	1.38586e+05	6.82601e+06
 0.907	 0.434	 -20.0	 6.000	-0.073	 0.062	-0.380	-0.144	-0.087	-0.122	 1.878	 0.185	-0.042	 0.023	 0.159	-0.013	1.74875e+05	1.05982e+05	5.33278e+06
 0.907	 0.411	 -10.0	 6.000	-0.056	-0.064	-0.089	-0.235	-0.108	-0.115	 0.599	 0.992	-0.027	 0.005	 0.071	 0.028	4.07495e+04	5.01854e+04	-5.44191e+05
 0.907	 0.404	   0.0	 6.000	-0.048	-0.110	-0.000	-0.000	-0.112	-0.114	 0.000	 0.000	-0.022	-0.001	 0.000	-0.000	-2.00713e+04	1.42007e+00	1.33759e+02
 0.907	 0.411	  10.0	 6.000	-0.056	-0.064	 0.089	 0.235	-0.108	-0.115	-0.599	-0.992	-0.027	 0.005	-0.071	-0.028	4.07485e+04	-5.01862e+04	5.44879e+05
 0.907	 0.434	  20.0	 6.000	-0.073	 0.062	 0.380	 0.144	-0.087	-0.122	-1.878	-0.185	-0.042	 0.023	-0.159	 0.013	1.74873e+05	-1.05937e+05	-5.32975e+06
 0.907	 0.471	  30.0	 6.000	-0.090	 0.229	 0.247	-0.109	-0.044	-0.133	-0.897	 0.804	-0.064	 0.057	-0.171	 0.057	7.95185e+04	-1.38529e+05	-6.82384e+06
 0.907	 0.522	  40.0	 6.000	-0.096	 0.386	 0.117	-0.142	 0.038	-0.143	-0.216	 0.554	-0.088	 0.108	-0.197	 0.064	1.59263e+04	-1.75150e+05	-5.26732e+06
 0.907	 0.584	  50.0	 6.000	-0.084	 0.480	 0.059	-0.201	 0.169	-0.154	 0.061	 0.313	-0.101	 0.170	-0.222	 0.063	1.86658e+03	-1.72357e+05	-3.62898e+06
 0.907	 0.656	  60.0	 6.000	-0.055	 0.476	 0.030	-0.301	 0.360	-0.173	 0.180	 0.146	-0.090	 0.225	-0.223	 0.045	1.31922e+04	-1.17437e+05	-8.26917e+05
 0.907	 0.735	  70.0	 6.000	-0.020	 0.369	 0.032	-0.418	 0.602	-0.218	 0.191	 0.047	-0.047	 0.238	-0.184	 0.012	2.62991e+04	-7.82984e+04	1.74581e+06
 0.907	 0.820	  80.0	 6.000	 0.009	 0.193	 0.057	-0.513	 0.840	-0.328	 0.132	 0.002	 0.008	 0.171	-0.104	-0.018	8.81140e+03	-1.48610e+05	1.24681e+06
 0.907	 0.907	  90.0	 6.000	 0.014	 0.005	 0.081	-0.539	 0.959	-0.535	 0.046	-0.009	 0.014	 0.027	-0.000	-0.025	-3.96380e+04	-3.09020e+05	-1.08809e+06
 0.907	 0.995	 100.0	 6.000	-0.009	-0.130	 0.085	-0.478	 0.804	-0.739	-0.025	 0.000	-0.071	-0.113	 0.094	-0.006	-1.05898e+05	-4.81545e+05	-1.77917e+06
 0.907	 1.079	 110.0	 6.000	-0.043	-0.179	 0.067	-0.354	 0.460	-0.713	-0.056	 0.014	-0.191	-0.148	 0.149	 0.024	-1.75694e+05	-5.97668e+05	-2.70157e+06
 0.907	 1.159	 120.0	 6.000	-0.060	-0.155	 0.035	-0.216	 0.191	-0.482	-0.048	 0.022	-0.244	-0.089	 0.156	 0.046	-2.14789e+05	-5.81909e+05	-5.81259e+06
 0.907	 1.231	 130.0	 6.000	-0.057	-0.103	 0.002	-0.104	 0.079	-0.238	-0.022	 0.024	-0.215	-0.015	 0.129	 0.051	-1.97610e+05	-4.48119e+05	-7.27247e+06
 0.907	 1.293	 140.0	 6.000	-0.042	-0.054	-0.020	-0.035	 0.057	-0.077	 0.003	 0.022	-0.150	 0.027	 0.089	 0.043	-1.42352e+05	-3.02196e+05	-5.77393e+06
 0.907	 1.343	 150.0	 6.000	-0.027	-0.019	-0.028	-0.002	 0.064	 0.008	 0.018	 0.018	-0.090	 0.037	 0.053	 0.028	-8.88941e+04	-1.98371e+05	-3.53619e+06
 0.907	 1.380	 160.0	 6.000	-0.016	 0.001	-0.024	 0.008	 0.073	 0.045	 0.019	 0.012	-0.049	 0.034	 0.028	 0.016	-5.62771e+04	-1.23959e+05	-1.86862e+06
 0.907	 1.403	 170.0	 6.000	-0.010	 0.011	-0.013	 0.006	 0.079	 0.060	 0.012	 0.006	-0.027	 0.028	 0.011	 0.007	-4.16120e+04	-6.03824e+04	-7.90486e+05
 0.907	 1.411	 180.0	 6.000	-0.008	 0.014	-0.000	-0.000	 0.081	 0.064	-0.000	 0.000	-0.020	 0.025	 0.000	 0.000	-3.77826e+04	8.96592e-01	1.25110e+01
 0.907	 1.403	 190.0	 6.000	-0.010	 0.011	 0.013	-0.006	 0.079	 0.060	-0.012	-0.006	-0.027	 0.028	-0.011	-0.007	-4.16131e+04	6.03826e+04	7.90527e+05
 0.907	 1.380	 200.0	 6.000	-0.016	 0.001	 0.024	-0.008	 0.073	 0.045	-0.019	-0.012	-0.049	 0.034	-0.028	-0.016	-5.62787e+04	1.23960e+05	1.86863e+06
 0.907	 1.343	 210.0	 6.000	-0.027	-0.019	 0.028	 0.002	 0.064	 0.008	-0.018	-0.018	-0.090	 0.037	-0.053	-0.028	-8.88953e+04	1.98372e+05	3.53612e+06
 0.907	 1.293	 220.0	 6.000	-0.042	-0.054	 0.020	 0.035	 0.057	-0.077	-0.003	-0.022	-0.150	 0.027	-0.089	-0.043	-1.42349e+05	3.02196e+05	5.77380e+06
 0.907	 1.231	 230.0	 6.000	-0.057	-0.103	-0.002	 0.104	 0.079	-0.238	 0.022	-0.024	-0.215	-0.015	-0.129	-0.051	-1.97601e+05	4.48118e+05	7.27245e+06
 0.907	 1.159	 240.0	 6.000	-0.060	-0.155	-0.035	 0.216	 0.191	-0.482	 0.048	-0.022	-0.244	-0.089	-0.156	-0.046	-2.14776e+05	5.81913e+05	5.81276e+06
 0.907	 1.079	 250.0	 6.000	-0.043	-0.179	-0.067	 0.354	 0.460	-0.713	 0.056	-0.014	-0.191	-0.148	-0.149	-0.024	-1.75688e+05	5.97675e+05	2.70177e+06
 0.907	 0.995	 260.0	 6.000	-0.009	-0.130	-0.085	 0.478	 0.804	-0.739	 0.025	-0.000	-0.071	-0.113	-0.094	 0.006	-1.05899e+05	4.81550e+05	1.77924e+06
 0.907	 0.907	 -90.0	 8.000	 0.015	 0.004	-0.077	 0.538	 0.952	-0.507	-0.051	 0.009	 0.021	 0.020	-0.004	 0.025	-5.37475e+04	3.07552e+05	1.49638e+06
 0.907	 0.791	 -80.0	 8.000	 0.009	 0.203	-0.051	 0.524	 0.805	-0.274	-0.159	 0.003	 0.006	 0.161	 0.100	 0.014	3.80159e+03	1.21620e+05	-9.66318e+05
 0.907	 0.678	 -70.0	 8.000	-0.023	 0.422	-0.019	 0.448	 0.564	-0.181	-0.268	-0.056	-0.051	 0.218	 0.188	-0.024	1.32112e+04	6.88186e+04	-7.69623e+05
 0.907	 0.572	 -60.0	 8.000	-0.067	 0.607	-0.017	 0.362	 0.343	-0.156	-0.328	-0.256	-0.090	 0.203	 0.249	-0.071	-9.51440e+03	1.34786e+05	2.97336e+06
 0.907	 0.476	 -50.0	 8.000	-0.115	 0.702	-0.134	 0.361	 0.171	-0.147	-0.010	-1.045	-0.099	 0.153	 0.288	-0.115	3.92750e+04	1.87613e+05	9.06846e+06
 0.907	 0.393	 -40.0	 8.000	-0.154	 0.661	-0.224	-0.334	 0.051	-0.139	 0.935	 1.599	-0.083	 0.098	 0.337	-0.018	1.56194e+05	3.34621e+05	1.71563e+06
 0.907	 0.326	 -30.0	 8.000	-0.173	 0.466	-0.041	-0.241	-0.024	-0.134	-0.183	 0.655	-0.058	 0.053	 0.266	-0.005	-3.86312e+04	1.98369e+05	9.32575e+05
 0.907	 0.276	 -20.0	 8.000	-0.167	 0.145	-0.015	-0.248	-0.066	-0.127	-0.170	 0.318	-0.036	 0.022	 0.203	 0.015	-4.06766e+04	1.16937e+05	7.50853e+05
 0.907	 0.246	 -10.0	 8.000	-0.145	-0.180	 0.002	-0.172	-0.085	-0.121	-0.091	 0.137	-0.022	 0.005	 0.111	 0.016	-3.45589e+04	5.28625e+04	3.69845e+05
 0.907	 0.236	   0.0	 8.000	-0.132	-0.323	 0.000	-0.000	-0.091	-0.119	 0.000	 0.000	-0.017	-0.001	-0.000	 0.000	-3.16899e+04	1.35234e+00	1.70545e+01
 0.907	 0.246	  10.0	 8.000	-0.145	-0.180	-0.002	 0.172	-0.085	-0.121	 0.091	-0.137	-0.022	 0.005	-0.111	-0.016	-3.45599e+04	-5.28639e+04	-3.69912e+05
 0.907	 0.276	  20.0	 8.000	-0.167	 0.145	 0.015	 0.248	-0.066	-0.127	 0.170	-0.318	-0.036	 0.022	-0.203	-0.015	-4.06792e+04	-1.16949e+05	-7.51362e+05
 0.907	 0.326	  30.0	 8.000	-0.173	 0.466	 0.041	 0.241	-0.024	-0.134	 0.183	-0.655	-0.058	 0.053	-0.266	 0.005	-3.86368e+04	-1.98403e+05	-9.33939e+05
 0.907	 0.393	  40.0	 8.000	-0.154	 0.661	 0.224	 0.334	 0.051	-0.139	-0.935	-1.599	-0.083	 0.098	-0.337	 0.018	1.56186e+05	-3.34622e+05	-1.71531e+06
 0.907	 0.476	  50.0	 8.000	-0.115	 0.702	 0.134	-0.361	 0.171	-0.147	 0.010	 1.045	-0.099	 0.153	-0.288	 0.115	3.92593e+04	-1.87593e+05	-9.06770e+06
 0.907	 0.572	  60.0	 8.000	-0.067	 0.607	 0.017	-0.362	 0.343	-0.156	 0.328	 0.256	-0.090	 0.203	-0.249	 0.071	-9.52615e+03	-1.34816e+05	-2.97454e+06
 0.907	 0.678	  70.0	 8.000	-0.023	 0.422	 0.019	-0.448	 0.564	-0.181	 0.268	 0.056	-0.051	 0.218	-0.188	 0.024	1.32076e+04	-6.88356e+04	7.69069e+05
 0.907	 0.791	  80.0	 8.000	 0.009	 0.203	 0.051	-0.524	 0.805	-0.274	 0.159	-0.003	 0.006	 0.161	-0.100	-0.014	3.80231e+03	-1.21622e+05	9.66345e+05
 0.907	 0.907	  90.0	 8.000	 0.015	 0.004	 0.077	-0.538	 0.952	-0.507	 0.051	-0.009	 0.021	 0.020	 0.004	-0.025	-5.37474e+04	-3.07551e+05	-1.49633e+06
 0.907	 1.024	 100.0	 8.000	-0.010	-0.125	 0.078	-0.470	 0.750	-0.776	-0.024	 0.004	-0.072	-0.117	 0.094	-0.009	-1.37162e+05	-5.55845e+05	-1.73751e+06
 0.907	 1.137	 110.0	 8.000	-0.043	-0.160	 0.059	-0.343	 0.339	-0.715	-0.054	 0.018	-0.197	-0.126	 0.144	 0.018	-2.08635e+05	-7.20442e+05	-2.15139e+06
 0.907	 1.243	 120.0	 8.000	-0.055	-0.130	 0.029	-0.204	 0.098	-0.436	-0.046	 0.024	-0.228	-0.049	 0.150	 0.038	-2.44558e+05	-6.81649e+05	-6.00219e+06
 0.907	 1.339	 130.0	 8.000	-0.047	-0.082	 0.001	-0.096	 0.034	-0.197	-0.022	 0.023	-0.179	 0.013	 0.123	 0.043	-2.15738e+05	-5.01296e+05	-7.70086e+06
 0.907	 1.422	 140.0	 8.000	-0.033	-0.042	-0.017	-0.030	 0.035	-0.059	 0.001	 0.020	-0.114	 0.035	 0.084	 0.036	-1.48578e+05	-3.34418e+05	-6.30082e+06
 0.907	 1.489	 150.0	 8.000	-0.020	-0.015	-0.024	 0.000	 0.049	 0.007	 0.014	 0.014	-0.064	 0.034	 0.050	 0.024	-8.82799e+04	-2.23482e+05	-4.18390e+06
 0.907	 1.538	 160.0	 8.000	-0.012	 0.001	-0.020	 0.009	 0.059	 0.035	 0.016	 0.009	-0.032	 0.026	 0.025	 0.014	-5.20008e+04	-1.42280e+05	-2.44393e+06
 0.907	 1.568	 170.0	 8.000	-0.007	 0.008	-0.011	 0.006	 0.063	 0.046	 0.010	 0.004	-0.016	 0.019	 0.010	 0.006	-3.55554e+04	-6.99193e+04	-1.11579e+06
 0.907	 1.579	 180.0	 8.000	-0.005	 0.010	-0.000	-0.000	 0.065	 0.048	-0.000	 0.000	-0.012	 0.017	 0.000	 0.000	-3.11635e+04	8.14485e-01	-3.21667e-01
 0.907	 1.568	 190.0	 8.000	-0.007	 0.008	 0.011	-0.006	 0.063	 0.046	-0.010	-0.004	-0.016	 0.019	-0.010	-0.006	-3.55564e+04	6.99193e+04	1.11582e+06
 0.907	 1.538	 200.0	 8.000	-0.012	 0.001	 0.020	-0.009	 0.059	 0.035	-0.016	-0.009	-0.032	 0.026	-0.025	-0.014	-5.20025e+04	1.42280e+05	2.44393e+06
 0.907	 1.489	 210.0	 8.000	-0.020	-0.015	 0.024	-0.000	 0.049	 0.007	-0.014	-0.014	-0.064	 0.034	-0.050	-0.024	-8.82810e+04	2.23481e+05	4.18381e+06
 0.907	 1.422	 220.0	 8.000	-0.033	-0.042	 0.017	 0.030	 0.035	-0.059	-0.001	-0.020	-0.114	 0.035	-0.084	-0.036	-1.48575e+05	3.34417e+05	6.30069e+06
 0.907	 1.339	 230.0	 8.000	-0.047	-0.082	-0.001	 0.096	 0.034	-0.197	 0.022	-0.023	-0.179	 0.013	-0.123	-0.043	-2.15727e+05	5.01295e+05	7.70081e+06
 0.907	 1.243	 240.0	 8.000	-0.055	-0.130	-0.029	 0.204	 0.098	-0.436	 0.046	-0.024	-0.228	-0.049	-0.150	-0.038	-2.44544e+05	6.81651e+05	6.00237e+06
 0.907	 1.137	 250.0	 8.000	-0.043	-0.160	-0.059	 0.343	 0.339	-0.715	 0.054	-0.018	-0.197	-0.126	-0.144	-0.018	-2.08628e+05	7.20449e+05	2.15162e+06
 0.907	 1.024	 260.0	 8.000	-0.010	-0.125	-0.078	 0.470	 0.750	-0.776	 0.024	-0.004	-0.072	-0.117	-0.094	 0.009	-1.37163e+05	5.55853e+05	1.73754e+06
 0.861	 0.861	 -90.0	-1.000	 0.006	 0.010	-0.079	 0.581	 1.098	-0.451	-0.028	 0.019	-0.029	 0.054	 0.013	 0.023	1.27997e+03	1.99910e+05	-1.56849e+05
 0.861	 0.874	 -80.0	-1.000	 0.010	 0.171	-0.051	 0.539	 1.007	-0.478	-0.080	-0.008	 0.019	 0.231	 0.110	 0.026	1.11237e+04	2.12873e+05	-9.75967e+05
 0.861	 0.887	 -70.0	-1.000	 0.004	 0.276	-0.027	 0.439	 0.789	-0.446	-0.094	-0.045	 0.051	 0.354	 0.169	 0.015	3.67617e+04	1.98055e+05	-2.44352e+06
 0.861	 0.898	 -60.0	-1.000	-0.005	 0.308	-0.015	 0.316	 0.504	-0.366	-0.070	-0.077	 0.065	 0.400	 0.180	-0.002	7.58841e+04	1.65483e+05	-3.95372e+06
 0.861	 0.909	 -50.0	-1.000	-0.012	 0.279	-0.013	 0.203	 0.229	-0.253	-0.030	-0.095	 0.066	 0.377	 0.156	-0.014	1.04184e+05	1.27941e+05	-4.57295e+06
 0.861	 0.919	 -40.0	-1.000	-0.016	 0.217	-0.014	 0.119	 0.021	-0.136	 0.006	-0.099	 0.058	 0.311	 0.116	-0.018	1.08774e+05	9.35741e+04	-4.09433e+06
 0.861	 0.926	 -30.0	-1.000	-0.016	 0.152	-0.014	 0.064	-0.107	-0.035	 0.027	-0.088	 0.046	 0.235	 0.076	-0.017	9.68544e+04	6.41163e+04	-2.96749e+06
 0.861	 0.932	 -20.0	-1.000	-0.015	 0.100	-0.012	 0.032	-0.175	 0.036	 0.029	-0.064	 0.033	 0.172	 0.044	-0.012	8.17747e+04	3.92808e+04	-1.77181e+06
 0.861	 0.935	 -10.0	-1.000	-0.013	 0.068	-0.007	 0.013	-0.205	 0.076	 0.018	-0.034	 0.024	 0.132	 0.020	-0.006	7.14348e+04	1.83931e+04	-7.93516e+05
 0.861	 0.936	   0.0	-1.000	-0.013	 0.058	 0.000	-0.000	-0.213	 0.089	-0.000	-0.000	 0.021	 0.119	-0.000	-0.000	6.79533e+04	1.38102e-01	-1.98690e+01
 0.861	 0.935	  10.0	-1.000	-0.013	 0.068	 0.007	-0.013	-0.205	 0.076	-0.018	 0.034	 0.024	 0.132	-0.020	 0.006	7.14343e+04	-1.83936e+04	7.93438e+05
 0.861	 0.932	  20.0	-1.000	-0.015	 0.100	 0.012	-0.032	-0.175	 0.036	-0.029	 0.064	 0.033	 0.172	-0.044	 0.012	8.17734e+04	-3.92814e+04	1.77161e+06
 0.861	 0.926	  30.0	-1.000	-0.016	 0.152	 0.014	-0.064	-0.107	-0.035	-0.027	 0.088	 0.046	 0.235	-0.076	 0.017	9.68527e+04	-6.41180e+04	2.96710e+06
 0.861	 0.919	  40.0	-1.000	-0.016	 0.217	 0.014	-0.119	 0.021	-0.136	-0.006	 0.099	 0.058	 0.311	-0.116	 0.018	1.08772e+05	-9.35771e+04	4.09370e+06
 0.861	 0.909	  50.0	-1.000	-0.012	 0.279	 0.013	-0.203	 0.229	-0.253	 0.030	 0.095	 0.066	 0.377	-0.156	 0.014	1.04181e+05	-1.27945e+05	4.57225e+06
 0.861	 0.898	  60.0	-1.000	-0.005	 0.308	 0.015	-0.316	 0.504	-0.366	 0.070	 0.077	 0.065	 0.400	-0.180	 0.002	7.58800e+04	-1.65484e+05	3.95322e+06
 0.861	 0.887	  70.0	-1.000	 0.004	 0.276	 0.027	-0.439	 0.789	-0.446	 0.094	 0.045	 0.051	 0.354	-0.169	-0.015	3.67568e+04	-1.98053e+05	2.44338e+06
 0.861	 0.874	  80.0	-1.000	 0.010	 0.171	 0.051	-0.539	 1.007	-0.478	 0.080	 0.008	 0.019	 0.231	-0.110	-0.026	1.11201e+04	-2.12870e+05	9.76010e+05
 0.861	 0.861	  90.0	-1.000	 0.006	 0.010	 0.079	-0.581	 1.098	-0.451	 0.028	-0.019	-0.029	 0.054	-0.013	-0.023	1.27898e+03	-1.99910e+05	1.56875e+05
 0.861	 0.848	 100.0	-1.000	-0.008	-0.161	 0.094	-0.549	 1.037	-0.373	-0.039	-0.024	-0.085	-0.128	 0.095	-0.004	-1.17032e+04	-1.64848e+05	-4.50632e+05
 0.861	 0.835	 110.0	-1.000	-0.030	-0.287	 0.085	-0.454	 0.846	-0.268	-0.084	-0.003	-0.139	-0.264	 0.177	 0.023	-3.28205e+04	-1.32930e+05	-1.39027e+06
 0.861	 0.823	 120.0	-1.000	-0.052	-0.340	 0.056	-0.328	 0.586	-0.155	-0.085	 0.031	-0.182	-0.327	 0.214	 0.046	-4.88299e+04	-1.19882e+05	-2.38295e+06
 0.861	 0.812	 130.0	-1.000	-0.066	-0.323	 0.018	-0.206	 0.333	-0.045	-0.048	 0.060	-0.204	-0.324	 0.204	 0.055	-5.21426e+04	-1.15963e+05	-2.82397e+06
 0.861	 0.803	 140.0	-1.000	-0.070	-0.262	-0.013	-0.111	 0.137	 0.047	-0.000	 0.072	-0.206	-0.281	 0.166	 0.050	-4.80090e+04	-1.05207e+05	-2.51553e+06
 0.861	 0.795	 150.0	-1.000	-0.067	-0.190	-0.029	-0.050	 0.007	 0.116	 0.032	 0.066	-0.192	-0.226	 0.117	 0.037	-4.32403e+04	-8.28880e+04	-1.75262e+06
 0.861	 0.790	 160.0	-1.000	-0.059	-0.129	-0.029	-0.018	-0.068	 0.160	 0.040	 0.049	-0.174	-0.178	 0.072	 0.023	-4.01267e+04	-5.44139e+04	-9.73193e+05
 0.861	 0.786	 170.0	-1.000	-0.053	-0.089	-0.017	-0.004	-0.105	 0.184	 0.026	 0.025	-0.158	-0.147	 0.033	 0.010	-3.85498e+04	-2.61818e+04	-4.00690e+05
 0.861	 0.785	 180.0	-1.000	-0.051	-0.076	 0.000	-0.000	-0.116	 0.192	-0.000	 0.000	-0.152	-0.137	 0.000	 0.000	-3.80652e+04	1.23051e+00	5.18255e+01
 0.861	 0.786	 190.0	-1.000	-0.053	-0.089	 0.017	 0.004	-0.105	 0.184	-0.026	-0.025	-0.158	-0.147	-0.033	-0.010	-3.85521e+04	2.61837e+04	4.00758e+05
 0.861	 0.790	 200.0	-1.000	-0.059	-0.129	 0.029	 0.018	-0.068	 0.160	-0.040	-0.049	-0.174	-0.178	-0.072	-0.023	-4.01311e+04	5.44158e+04	9.73162e+05
 0.861	 0.795	 210.0	-1.000	-0.067	-0.190	 0.029	 0.050	 0.007	 0.116	-0.032	-0.066	-0.192	-0.226	-0.117	-0.037	-4.32461e+04	8.28886e+04	1.75242e+06
 0.861	 0.803	 220.0	-1.000	-0.070	-0.262	 0.013	 0.111	 0.137	 0.047	 0.000	-0.072	-0.206	-0.281	-0.166	-0.050	-4.80142e+04	1.05205e+05	2.51518e+06
 0.861	 0.812	 230.0	-1.000	-0.066	-0.323	-0.018	 0.206	 0.333	-0.045	 0.048	-0.060	-0.204	-0.324	-0.204	-0.055	-5.21454e+04	1.15960e+05	2.82362e+06
 0.861	 0.823	 240.0	-1.000	-0.052	-0.340	-0.056	 0.328	 0.586	-0.155	 0.085	-0.031	-0.182	-0.327	-0.214	-0.046	-4.88302e+04	1.19881e+05	2.38279e+06
 0.861	 0.835	 250.0	-1.000	-0.030	-0.287	-0.085	 0.454	 0.846	-0.268	 0.084	 0.003	-0.139	-0.264	-0.177	-0.023	-3.28207e+04	1.32929e+05	1.39028e+06
 0.861	 0.848	 260.0	-1.000	-0.008	-0.161	-0.094	 0.549	 1.037	-0.373	 0.039	 0.024	-0.085	-0.128	-0.095	 0.004	-1.17038e+04	1.64846e+05	4.50661e+05
 0.861	 0.861	 -90.0	 0.000	 0.007	 0.009	-0.077	 0.580	 1.095	-0.451	-0.031	 0.020	-0.023	 0.049	 0.010	 0.023	-4.54289e+03	1.99472e+05	-1.33796e+04
 0.861	 0.861	 -80.0	 0.000	 0.009	 0.173	-0.051	 0.541	 1.000	-0.440	-0.087	-0.004	 0.013	 0.220	 0.111	 0.025	9.21853e+03	1.89355e+05	-1.02833e+06
 0.861	 0.861	 -70.0	 0.000	-0.001	 0.287	-0.029	 0.442	 0.785	-0.389	-0.105	-0.041	 0.023	 0.341	 0.175	 0.012	3.34119e+04	1.57166e+05	-2.52419e+06
 0.861	 0.861	 -60.0	 0.000	-0.015	 0.327	-0.018	 0.318	 0.508	-0.317	-0.081	-0.077	 0.016	 0.388	 0.189	-0.006	6.39533e+04	1.23056e+05	-3.77956e+06
 0.861	 0.861	 -50.0	 0.000	-0.026	 0.301	-0.017	 0.205	 0.240	-0.238	-0.036	-0.101	 0.005	 0.368	 0.166	-0.019	8.22860e+04	9.69072e+04	-4.08712e+06
 0.861	 0.861	 -40.0	 0.000	-0.030	 0.239	-0.019	 0.120	 0.031	-0.160	 0.007	-0.110	-0.004	 0.308	 0.124	-0.022	8.13193e+04	7.58274e+04	-3.47110e+06
 0.861	 0.861	 -30.0	 0.000	-0.029	 0.170	-0.019	 0.066	-0.108	-0.095	 0.033	-0.101	-0.008	 0.238	 0.082	-0.020	6.92582e+04	5.54463e+04	-2.42021e+06
 0.861	 0.861	 -20.0	 0.000	-0.026	 0.113	-0.016	 0.033	-0.188	-0.048	 0.037	-0.076	-0.010	 0.179	 0.048	-0.014	5.64576e+04	3.52305e+04	-1.40848e+06
 0.861	 0.861	 -10.0	 0.000	-0.023	 0.078	-0.009	 0.014	-0.227	-0.021	 0.023	-0.040	-0.010	 0.141	 0.021	-0.007	4.81305e+04	1.67022e+04	-6.21932e+05
 0.861	 0.861	   0.0	 0.000	-0.022	 0.066	 0.000	-0.000	-0.239	-0.011	-0.000	-0.000	-0.010	 0.128	-0.000	-0.000	4.53793e+04	5.64643e-01	-2.09924e+00
 0.861	 0.861	  10.0	 0.000	-0.023	 0.078	 0.009	-0.014	-0.227	-0.021	-0.023	 0.040	-0.010	 0.141	-0.021	 0.007	4.81294e+04	-1.67018e+04	6.21898e+05
 0.861	 0.861	  20.0	 0.000	-0.026	 0.113	 0.016	-0.033	-0.188	-0.048	-0.037	 0.076	-0.010	 0.179	-0.048	 0.014	5.64557e+04	-3.52299e+04	1.40835e+06
 0.861	 0.861	  30.0	 0.000	-0.029	 0.170	 0.019	-0.066	-0.108	-0.095	-0.033	 0.101	-0.008	 0.238	-0.082	 0.020	6.92553e+04	-5.54466e+04	2.41988e+06
